danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.245,0.542,7,-7.159,1,0.0324,0.147,4.05e-06,0.102,0.365,204.824,audio_features,49t1GWE6ZiEoBgN92oMDdM,spotify:track:49t1GWE6ZiEoBgN92oMDdM,https://api.spotify.com/v1/tracks/49t1GWE6ZiEoBgN92oMDdM,https://api.spotify.com/v1/audio-analysis/49t1GWE6ZiEoBgN92oMDdM,211960,4
0.249,0.922,7,-7.929,1,0.118,0.00176,0.0,0.408,0.199,176.509,audio_features,5jZWuO6cdWOU7v5uu9RAEf,spotify:track:5jZWuO6cdWOU7v5uu9RAEf,https://api.spotify.com/v1/tracks/5jZWuO6cdWOU7v5uu9RAEf,https://api.spotify.com/v1/audio-analysis/5jZWuO6cdWOU7v5uu9RAEf,174053,4
0.39,0.235,3,-11.083,1,0.0646,0.995,0.011,0.119,0.371,187.259,audio_features,4VrErLKQplO9vQ04wrcZyy,spotify:track:4VrErLKQplO9vQ04wrcZyy,https://api.spotify.com/v1/tracks/4VrErLKQplO9vQ04wrcZyy,https://api.spotify.com/v1/audio-analysis/4VrErLKQplO9vQ04wrcZyy,178573,4
0.611,0.152,2,-21.929,1,0.0306,0.996,0.897,0.113,0.52,96.557,audio_features,5bSxXCVLjWBTUffbKygBDd,spotify:track:5bSxXCVLjWBTUffbKygBDd,https://api.spotify.com/v1/tracks/5bSxXCVLjWBTUffbKygBDd,https://api.spotify.com/v1/audio-analysis/5bSxXCVLjWBTUffbKygBDd,201626,4
0.56,0.786,9,-5.391,0,0.0651,0.613,0.0002,0.133,0.557,124.759,audio_features,2Y1fwTTPqg5Pfxr3Q9stMu,spotify:track:2Y1fwTTPqg5Pfxr3Q9stMu,https://api.spotify.com/v1/tracks/2Y1fwTTPqg5Pfxr3Q9stMu,https://api.spotify.com/v1/audio-analysis/2Y1fwTTPqg5Pfxr3Q9stMu,201787,4
0.552,0.7,7,-4.533,1,0.0295,0.809,0.0,0.805,0.901,132.005,audio_features,47IRIQxGDe2Sc6F4pe2FMf,spotify:track:47IRIQxGDe2Sc6F4pe2FMf,https://api.spotify.com/v1/tracks/47IRIQxGDe2Sc6F4pe2FMf,https://api.spotify.com/v1/audio-analysis/47IRIQxGDe2Sc6F4pe2FMf,170760,4
0.64,0.479,7,-11.55,1,0.467,0.881,0.000171,0.0973,0.79,166.868,audio_features,3axPhcbhVDOA9MnhkUrFcE,spotify:track:3axPhcbhVDOA9MnhkUrFcE,https://api.spotify.com/v1/tracks/3axPhcbhVDOA9MnhkUrFcE,https://api.spotify.com/v1/audio-analysis/3axPhcbhVDOA9MnhkUrFcE,161933,4
0.595,0.887,8,-2.386,1,0.124,0.000784,0.0294,0.0638,0.497,125.169,audio_features,15hut9fX33giUAMyycwvsV,spotify:track:15hut9fX33giUAMyycwvsV,https://api.spotify.com/v1/tracks/15hut9fX33giUAMyycwvsV,https://api.spotify.com/v1/audio-analysis/15hut9fX33giUAMyycwvsV,226453,4
0.401,0.13,5,-17.638,1,0.0312,0.989,0.305,0.101,0.213,93.091,audio_features,3uCkIqD0VzQUijbs8WIizs,spotify:track:3uCkIqD0VzQUijbs8WIizs,https://api.spotify.com/v1/tracks/3uCkIqD0VzQUijbs8WIizs,https://api.spotify.com/v1/audio-analysis/3uCkIqD0VzQUijbs8WIizs,210653,4
0.343,0.737,9,-4.905,1,0.064,0.00422,0.00027,0.0656,0.548,86.118,audio_features,1ejh2DqEdjYcqA1OW1a7Hi,spotify:track:1ejh2DqEdjYcqA1OW1a7Hi,https://api.spotify.com/v1/tracks/1ejh2DqEdjYcqA1OW1a7Hi,https://api.spotify.com/v1/audio-analysis/1ejh2DqEdjYcqA1OW1a7Hi,260827,3
0.453,0.892,4,-2.259,1,0.0781,0.0518,2.59e-05,0.214,0.628,128.148,audio_features,756CJtQRFSxEx9jV4P9hpA,spotify:track:756CJtQRFSxEx9jV4P9hpA,https://api.spotify.com/v1/tracks/756CJtQRFSxEx9jV4P9hpA,https://api.spotify.com/v1/audio-analysis/756CJtQRFSxEx9jV4P9hpA,216453,4
0.615,0.419,2,-7.91,1,0.349,0.97,0.349,0.275,0.838,176.699,audio_features,5omAihF3ZYrkLw1dODHUQF,spotify:track:5omAihF3ZYrkLw1dODHUQF,https://api.spotify.com/v1/tracks/5omAihF3ZYrkLw1dODHUQF,https://api.spotify.com/v1/audio-analysis/5omAihF3ZYrkLw1dODHUQF,180173,4
0.904,0.837,10,-5.729,1,0.0394,0.241,0.453,0.0901,0.809,120.0,audio_features,4dn65tI4IFeBE2EKcXXMMZ,spotify:track:4dn65tI4IFeBE2EKcXXMMZ,https://api.spotify.com/v1/tracks/4dn65tI4IFeBE2EKcXXMMZ,https://api.spotify.com/v1/audio-analysis/4dn65tI4IFeBE2EKcXXMMZ,286093,4
0.373,0.572,7,-9.186,0,0.0334,0.391,0.0477,0.126,0.656,161.846,audio_features,4Lz33Oi0UQ6SECXsT80Tx2,spotify:track:4Lz33Oi0UQ6SECXsT80Tx2,https://api.spotify.com/v1/tracks/4Lz33Oi0UQ6SECXsT80Tx2,https://api.spotify.com/v1/audio-analysis/4Lz33Oi0UQ6SECXsT80Tx2,331173,3
0.832,0.288,8,-11.539,1,0.0972,0.863,0.664,0.143,0.819,103.449,audio_features,3xCM9RLOLPIze3YDbjDi17,spotify:track:3xCM9RLOLPIze3YDbjDi17,https://api.spotify.com/v1/tracks/3xCM9RLOLPIze3YDbjDi17,https://api.spotify.com/v1/audio-analysis/3xCM9RLOLPIze3YDbjDi17,164973,4
0.582,0.545,4,-11.677,0,0.0298,0.017,4.05e-06,0.229,0.721,101.691,audio_features,44xykY61s1aKsgf40A5cyI,spotify:track:44xykY61s1aKsgf40A5cyI,https://api.spotify.com/v1/tracks/44xykY61s1aKsgf40A5cyI,https://api.spotify.com/v1/audio-analysis/44xykY61s1aKsgf40A5cyI,164893,4
0.522,0.731,4,-8.606,0,0.0529,0.0827,0.0,0.0855,0.745,130.459,audio_features,7as3y0Z9c0LH4sZDhFw9uU,spotify:track:7as3y0Z9c0LH4sZDhFw9uU,https://api.spotify.com/v1/tracks/7as3y0Z9c0LH4sZDhFw9uU,https://api.spotify.com/v1/audio-analysis/7as3y0Z9c0LH4sZDhFw9uU,147854,4
0.474,0.478,7,-8.951,1,0.0343,0.486,0.0,0.0833,0.83,120.307,audio_features,5UrDFY2cYc7NMoheN4syct,spotify:track:5UrDFY2cYc7NMoheN4syct,https://api.spotify.com/v1/tracks/5UrDFY2cYc7NMoheN4syct,https://api.spotify.com/v1/audio-analysis/5UrDFY2cYc7NMoheN4syct,158613,4
0.852,0.321,1,-17.139,0,0.0527,0.00996,0.239,0.0684,0.629,119.378,audio_features,5shPZ6RnC6sCm0iSZiv7wU,spotify:track:5shPZ6RnC6sCm0iSZiv7wU,https://api.spotify.com/v1/tracks/5shPZ6RnC6sCm0iSZiv7wU,https://api.spotify.com/v1/audio-analysis/5shPZ6RnC6sCm0iSZiv7wU,435333,4
0.454,0.8,3,-7.705,1,0.0402,0.00338,0.00134,0.0937,0.43,121.818,audio_features,2PV9sorI2h94qEPke7SlGI,spotify:track:2PV9sorI2h94qEPke7SlGI,https://api.spotify.com/v1/tracks/2PV9sorI2h94qEPke7SlGI,https://api.spotify.com/v1/audio-analysis/2PV9sorI2h94qEPke7SlGI,319373,4
0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,audio_features,0GrrLYCH8u81aENhC8FBF4,spotify:track:0GrrLYCH8u81aENhC8FBF4,https://api.spotify.com/v1/tracks/0GrrLYCH8u81aENhC8FBF4,https://api.spotify.com/v1/audio-analysis/0GrrLYCH8u81aENhC8FBF4,310573,4
0.443,0.813,9,-9.066,1,0.0819,0.00673,0.0177,0.0983,0.735,169.969,audio_features,52QqxUwMHSmeDZlZBABefY,spotify:track:52QqxUwMHSmeDZlZBABefY,https://api.spotify.com/v1/tracks/52QqxUwMHSmeDZlZBABefY,https://api.spotify.com/v1/audio-analysis/52QqxUwMHSmeDZlZBABefY,339893,4
0.561,0.764,2,-6.645,0,0.138,0.373,0.0,0.157,0.598,145.158,audio_features,1boHm9rjmvzxpJASd9dnGK,spotify:track:1boHm9rjmvzxpJASd9dnGK,https://api.spotify.com/v1/tracks/1boHm9rjmvzxpJASd9dnGK,https://api.spotify.com/v1/audio-analysis/1boHm9rjmvzxpJASd9dnGK,212147,4
0.764,0.84,2,-5.023,1,0.0672,0.393,8.64e-06,0.0686,0.843,130.276,audio_features,00meczE1jpLTX0BBzIGrAR,spotify:track:00meczE1jpLTX0BBzIGrAR,https://api.spotify.com/v1/tracks/00meczE1jpLTX0BBzIGrAR,https://api.spotify.com/v1/audio-analysis/00meczE1jpLTX0BBzIGrAR,148013,4
0.34,0.304,4,-13.39,0,0.033,0.666,0.0765,0.112,0.567,158.476,audio_features,39m6vOwUEgjErRnsm93wu2,spotify:track:39m6vOwUEgjErRnsm93wu2,https://api.spotify.com/v1/tracks/39m6vOwUEgjErRnsm93wu2,https://api.spotify.com/v1/audio-analysis/39m6vOwUEgjErRnsm93wu2,326293,4
0.561,0.257,7,-17.417,1,0.0343,0.858,0.00185,0.0949,0.579,88.276,audio_features,107K6xieSp2ihzoA2vTv2q,spotify:track:107K6xieSp2ihzoA2vTv2q,https://api.spotify.com/v1/tracks/107K6xieSp2ihzoA2vTv2q,https://api.spotify.com/v1/audio-analysis/107K6xieSp2ihzoA2vTv2q,196133,4
0.692,0.799,1,-7.924,1,0.164,0.388,0.0,0.301,0.549,97.978,audio_features,21REQ1bCUWphT2QK3bLWYQ,spotify:track:21REQ1bCUWphT2QK3bLWYQ,https://api.spotify.com/v1/tracks/21REQ1bCUWphT2QK3bLWYQ,https://api.spotify.com/v1/audio-analysis/21REQ1bCUWphT2QK3bLWYQ,199667,4
0.325,0.185,10,-15.162,1,0.0345,0.972,0.2,0.159,0.231,112.764,audio_features,5XnMdpKWBC9LuB5qVzpj8K,spotify:track:5XnMdpKWBC9LuB5qVzpj8K,https://api.spotify.com/v1/tracks/5XnMdpKWBC9LuB5qVzpj8K,https://api.spotify.com/v1/audio-analysis/5XnMdpKWBC9LuB5qVzpj8K,184333,4
0.44,0.329,3,-11.997,0,0.0355,0.967,0.646,0.333,0.879,157.075,audio_features,6RCkhBKMXZwKlQQwKiyeuQ,spotify:track:6RCkhBKMXZwKlQQwKiyeuQ,https://api.spotify.com/v1/tracks/6RCkhBKMXZwKlQQwKiyeuQ,https://api.spotify.com/v1/audio-analysis/6RCkhBKMXZwKlQQwKiyeuQ,160333,4
0.488,0.148,0,-13.97,1,0.049,0.911,1.79e-05,0.0689,0.669,161.637,audio_features,3R9LrKCdEcgECnrVFA1Flz,spotify:track:3R9LrKCdEcgECnrVFA1Flz,https://api.spotify.com/v1/tracks/3R9LrKCdEcgECnrVFA1Flz,https://api.spotify.com/v1/audio-analysis/3R9LrKCdEcgECnrVFA1Flz,197947,4
0.534,0.807,8,-12.871,1,0.0349,0.497,5e-05,0.232,0.964,147.843,audio_features,1Oewmmr12xuhgzvUJ9Q0cf,spotify:track:1Oewmmr12xuhgzvUJ9Q0cf,https://api.spotify.com/v1/tracks/1Oewmmr12xuhgzvUJ9Q0cf,https://api.spotify.com/v1/audio-analysis/1Oewmmr12xuhgzvUJ9Q0cf,147267,4
0.72,0.584,8,-8.333,1,0.0409,0.000766,0.65,0.354,0.402,122.826,audio_features,46ddej1ibGIgs58H0wakoK,spotify:track:46ddej1ibGIgs58H0wakoK,https://api.spotify.com/v1/tracks/46ddej1ibGIgs58H0wakoK,https://api.spotify.com/v1/audio-analysis/46ddej1ibGIgs58H0wakoK,350813,4
0.683,0.311,9,-13.54,0,0.0342,0.566,0.0367,0.113,0.401,116.96,audio_features,1Y8L4hT9CDJH6ROK2XGxgO,spotify:track:1Y8L4hT9CDJH6ROK2XGxgO,https://api.spotify.com/v1/tracks/1Y8L4hT9CDJH6ROK2XGxgO,https://api.spotify.com/v1/audio-analysis/1Y8L4hT9CDJH6ROK2XGxgO,419013,4
0.439,0.971,11,-5.855,0,0.177,0.0148,1.34e-05,0.255,0.24,118.369,audio_features,2yE3bwbhqypdsuhmv48Svn,spotify:track:2yE3bwbhqypdsuhmv48Svn,https://api.spotify.com/v1/tracks/2yE3bwbhqypdsuhmv48Svn,https://api.spotify.com/v1/audio-analysis/2yE3bwbhqypdsuhmv48Svn,163880,4
0.674,0.659,8,-8.049,1,0.0277,0.00156,0.00765,0.108,0.697,99.768,audio_features,50JK22El2PTIzZBU2liLDI,spotify:track:50JK22El2PTIzZBU2liLDI,https://api.spotify.com/v1/tracks/50JK22El2PTIzZBU2liLDI,https://api.spotify.com/v1/audio-analysis/50JK22El2PTIzZBU2liLDI,243587,4
0.693,0.528,7,-10.855,1,0.0365,0.069,0.00142,0.663,0.91,145.159,audio_features,7cDbqFvw45zdLHGltdb1g9,spotify:track:7cDbqFvw45zdLHGltdb1g9,https://api.spotify.com/v1/tracks/7cDbqFvw45zdLHGltdb1g9,https://api.spotify.com/v1/audio-analysis/7cDbqFvw45zdLHGltdb1g9,222107,4
0.426,0.966,9,-5.806,0,0.0373,3.36e-06,0.674,0.0834,0.288,133.768,audio_features,5Nvm8YL4XDmO3erj9mzv1v,spotify:track:5Nvm8YL4XDmO3erj9mzv1v,https://api.spotify.com/v1/tracks/5Nvm8YL4XDmO3erj9mzv1v,https://api.spotify.com/v1/audio-analysis/5Nvm8YL4XDmO3erj9mzv1v,425413,4
0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,audio_features,2mvffzYUJ9Ld9xhsF5DUjU,spotify:track:2mvffzYUJ9Ld9xhsF5DUjU,https://api.spotify.com/v1/tracks/2mvffzYUJ9Ld9xhsF5DUjU,https://api.spotify.com/v1/audio-analysis/2mvffzYUJ9Ld9xhsF5DUjU,255080,4
0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,audio_features,07q0QVgO56EorrSGHC48y3,spotify:track:07q0QVgO56EorrSGHC48y3,https://api.spotify.com/v1/tracks/07q0QVgO56EorrSGHC48y3,https://api.spotify.com/v1/audio-analysis/07q0QVgO56EorrSGHC48y3,271240,4
0.702,0.842,2,-4.157,1,0.0487,0.00709,0.00112,0.136,0.843,126.845,audio_features,4tI7eIbEUfInHS3sxfqkkr,spotify:track:4tI7eIbEUfInHS3sxfqkkr,https://api.spotify.com/v1/tracks/4tI7eIbEUfInHS3sxfqkkr,https://api.spotify.com/v1/audio-analysis/4tI7eIbEUfInHS3sxfqkkr,217493,4
0.706,0.919,11,-3.984,1,0.126,0.226,7.87e-05,0.113,0.94,97.851,audio_features,3iCNWfTDryCWydzD3C00v2,spotify:track:3iCNWfTDryCWydzD3C00v2,https://api.spotify.com/v1/tracks/3iCNWfTDryCWydzD3C00v2,https://api.spotify.com/v1/audio-analysis/3iCNWfTDryCWydzD3C00v2,239453,4
0.695,0.419,4,-8.872,1,0.031,0.855,0.0,0.15,0.703,122.375,audio_features,6JqgGrA5uWjVFuar7EC8v8,spotify:track:6JqgGrA5uWjVFuar7EC8v8,https://api.spotify.com/v1/tracks/6JqgGrA5uWjVFuar7EC8v8,https://api.spotify.com/v1/audio-analysis/6JqgGrA5uWjVFuar7EC8v8,167507,4
0.832,0.544,6,-12.697,1,0.0442,0.201,0.000139,0.632,0.928,119.49,audio_features,5tdKaKLnC4SgtDZ6RlWeal,spotify:track:5tdKaKLnC4SgtDZ6RlWeal,https://api.spotify.com/v1/tracks/5tdKaKLnC4SgtDZ6RlWeal,https://api.spotify.com/v1/audio-analysis/5tdKaKLnC4SgtDZ6RlWeal,275533,4
0.187,0.988,4,-3.68,1,0.253,0.364,0.818,0.798,0.129,112.361,audio_features,3lpa6fzS3rSAbRogEhWxu7,spotify:track:3lpa6fzS3rSAbRogEhWxu7,https://api.spotify.com/v1/tracks/3lpa6fzS3rSAbRogEhWxu7,https://api.spotify.com/v1/audio-analysis/3lpa6fzS3rSAbRogEhWxu7,223480,4
0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,audio_features,551qy5vUgrUfEUc4dCNfht,spotify:track:551qy5vUgrUfEUc4dCNfht,https://api.spotify.com/v1/tracks/551qy5vUgrUfEUc4dCNfht,https://api.spotify.com/v1/audio-analysis/551qy5vUgrUfEUc4dCNfht,306067,3
0.27,0.918,9,-2.986,0,0.0657,0.00458,2.47e-06,0.322,0.392,85.792,audio_features,7rsUze1Nt7cdUJhWOEK9Mh,spotify:track:7rsUze1Nt7cdUJhWOEK9Mh,https://api.spotify.com/v1/tracks/7rsUze1Nt7cdUJhWOEK9Mh,https://api.spotify.com/v1/audio-analysis/7rsUze1Nt7cdUJhWOEK9Mh,181053,4
0.372,0.43,7,-11.643,0,0.0305,0.859,0.00255,0.169,0.211,189.742,audio_features,6T10XPeC9X5xEaD6tMcK6M,spotify:track:6T10XPeC9X5xEaD6tMcK6M,https://api.spotify.com/v1/tracks/6T10XPeC9X5xEaD6tMcK6M,https://api.spotify.com/v1/audio-analysis/6T10XPeC9X5xEaD6tMcK6M,268307,4
0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079,audio_features,0M9ydKzuF3oZTfYYPfaGX1,spotify:track:0M9ydKzuF3oZTfYYPfaGX1,https://api.spotify.com/v1/tracks/0M9ydKzuF3oZTfYYPfaGX1,https://api.spotify.com/v1/audio-analysis/0M9ydKzuF3oZTfYYPfaGX1,343150,4
0.525,0.503,5,-7.974,1,0.0272,0.0211,2.47e-05,0.091,0.453,138.856,audio_features,20uBdCmVtlUuYsvxysoito,spotify:track:20uBdCmVtlUuYsvxysoito,https://api.spotify.com/v1/tracks/20uBdCmVtlUuYsvxysoito,https://api.spotify.com/v1/audio-analysis/20uBdCmVtlUuYsvxysoito,247000,4
0.597,0.628,7,-6.924,1,0.0348,0.00109,0.151,0.085,0.0529,98.004,audio_features,7siMHyJyxIwMQkHc7EPi9D,spotify:track:7siMHyJyxIwMQkHc7EPi9D,https://api.spotify.com/v1/tracks/7siMHyJyxIwMQkHc7EPi9D,https://api.spotify.com/v1/audio-analysis/7siMHyJyxIwMQkHc7EPi9D,264840,4
0.684,0.36,8,-11.128,1,0.0512,0.935,0.838,0.102,0.794,105.287,audio_features,3S94nUB21nT2VGeoR6c6zj,spotify:track:3S94nUB21nT2VGeoR6c6zj,https://api.spotify.com/v1/tracks/3S94nUB21nT2VGeoR6c6zj,https://api.spotify.com/v1/audio-analysis/3S94nUB21nT2VGeoR6c6zj,159093,4
0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,audio_features,3e0FzZjTXOUtiJGSClOBrI,spotify:track:3e0FzZjTXOUtiJGSClOBrI,https://api.spotify.com/v1/tracks/3e0FzZjTXOUtiJGSClOBrI,https://api.spotify.com/v1/audio-analysis/3e0FzZjTXOUtiJGSClOBrI,282693,4
0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,audio_features,07GtDOCxmye5KDWsTSACPk,spotify:track:07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/tracks/07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/audio-analysis/07GtDOCxmye5KDWsTSACPk,145267,4
0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,audio_features,0tZ3mElWcr74OOhKEiNz1x,spotify:track:0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/tracks/0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/audio-analysis/0tZ3mElWcr74OOhKEiNz1x,229467,4
0.466,0.747,9,-9.882,1,0.0473,0.301,0.0,0.12,0.628,135.527,audio_features,1NYTj6JEw3IOh4ggiBh82h,spotify:track:1NYTj6JEw3IOh4ggiBh82h,https://api.spotify.com/v1/tracks/1NYTj6JEw3IOh4ggiBh82h,https://api.spotify.com/v1/audio-analysis/1NYTj6JEw3IOh4ggiBh82h,423667,4
0.678,0.544,4,-9.468,0,0.0326,0.668,9.62e-06,0.103,0.963,122.735,audio_features,1GY8zOFi8rC39xXnD0tKO8,spotify:track:1GY8zOFi8rC39xXnD0tKO8,https://api.spotify.com/v1/tracks/1GY8zOFi8rC39xXnD0tKO8,https://api.spotify.com/v1/audio-analysis/1GY8zOFi8rC39xXnD0tKO8,171027,4
0.77,0.858,10,-7.086,0,0.0492,0.0106,0.685,0.0298,0.76,109.883,audio_features,2H5nsVLjDwWsxfyajm0lVS,spotify:track:2H5nsVLjDwWsxfyajm0lVS,https://api.spotify.com/v1/tracks/2H5nsVLjDwWsxfyajm0lVS,https://api.spotify.com/v1/audio-analysis/2H5nsVLjDwWsxfyajm0lVS,234587,4
0.267,0.81,0,-6.189,1,0.0418,0.00019,0.018,0.084,0.267,127.673,audio_features,2VmyLy2HQlkevZYboXHM5O,spotify:track:2VmyLy2HQlkevZYboXHM5O,https://api.spotify.com/v1/tracks/2VmyLy2HQlkevZYboXHM5O,https://api.spotify.com/v1/audio-analysis/2VmyLy2HQlkevZYboXHM5O,290960,5
0.618,0.919,10,-3.291,0,0.158,0.24,0.0886,0.109,0.563,100.31,audio_features,7JF65QwbU9rtZrLYLLnNE7,spotify:track:7JF65QwbU9rtZrLYLLnNE7,https://api.spotify.com/v1/tracks/7JF65QwbU9rtZrLYLLnNE7,https://api.spotify.com/v1/audio-analysis/7JF65QwbU9rtZrLYLLnNE7,232547,4
0.556,0.705,8,-8.305,0,0.032,0.63,1.22e-05,0.131,0.572,121.736,audio_features,01qJhVPCHFFR6wJ5ptyw17,spotify:track:01qJhVPCHFFR6wJ5ptyw17,https://api.spotify.com/v1/tracks/01qJhVPCHFFR6wJ5ptyw17,https://api.spotify.com/v1/audio-analysis/01qJhVPCHFFR6wJ5ptyw17,286880,4
0.851,0.669,10,-9.562,1,0.0379,0.239,0.0852,0.108,0.911,126.624,audio_features,7zrPswSV1yxrill5OyCuaU,spotify:track:7zrPswSV1yxrill5OyCuaU,https://api.spotify.com/v1/tracks/7zrPswSV1yxrill5OyCuaU,https://api.spotify.com/v1/audio-analysis/7zrPswSV1yxrill5OyCuaU,300693,4
0.374,0.806,9,-8.214,0,0.158,0.179,0.00045,0.0647,0.236,139.128,audio_features,4Bzwd1e5sfxhGuL8tph1zk,spotify:track:4Bzwd1e5sfxhGuL8tph1zk,https://api.spotify.com/v1/tracks/4Bzwd1e5sfxhGuL8tph1zk,https://api.spotify.com/v1/audio-analysis/4Bzwd1e5sfxhGuL8tph1zk,219276,4
0.811,0.545,7,-12.969,0,0.0579,0.155,0.0853,0.156,0.734,105.911,audio_features,4t0Pj3iBnSCZv5pDEPNmzG,spotify:track:4t0Pj3iBnSCZv5pDEPNmzG,https://api.spotify.com/v1/tracks/4t0Pj3iBnSCZv5pDEPNmzG,https://api.spotify.com/v1/audio-analysis/4t0Pj3iBnSCZv5pDEPNmzG,222267,4
0.369,0.948,2,-3.923,1,0.0376,0.141,0.253,0.169,0.696,94.459,audio_features,7ywlnXV5O0h8T5pCRUN1f5,spotify:track:7ywlnXV5O0h8T5pCRUN1f5,https://api.spotify.com/v1/tracks/7ywlnXV5O0h8T5pCRUN1f5,https://api.spotify.com/v1/audio-analysis/7ywlnXV5O0h8T5pCRUN1f5,240307,4
0.296,0.695,9,-7.172,1,0.0383,0.000865,2e-06,0.116,0.302,113.53,audio_features,3q7zMxaqANXd2MSfTsQLQo,spotify:track:3q7zMxaqANXd2MSfTsQLQo,https://api.spotify.com/v1/tracks/3q7zMxaqANXd2MSfTsQLQo,https://api.spotify.com/v1/audio-analysis/3q7zMxaqANXd2MSfTsQLQo,262360,4
0.681,0.64,3,-10.364,1,0.0346,0.605,0.0,0.0641,0.966,117.884,audio_features,4C76SOnBa9eQDwOwe11hPz,spotify:track:4C76SOnBa9eQDwOwe11hPz,https://api.spotify.com/v1/tracks/4C76SOnBa9eQDwOwe11hPz,https://api.spotify.com/v1/audio-analysis/4C76SOnBa9eQDwOwe11hPz,137933,4
0.511,0.218,3,-16.517,1,0.0424,0.972,1.93e-05,0.136,0.455,83.619,audio_features,6b6NXJ9XVj1nu7QE20S2dC,spotify:track:6b6NXJ9XVj1nu7QE20S2dC,https://api.spotify.com/v1/tracks/6b6NXJ9XVj1nu7QE20S2dC,https://api.spotify.com/v1/audio-analysis/6b6NXJ9XVj1nu7QE20S2dC,188894,4
0.591,0.813,9,-9.205,0,0.0402,0.187,1.82e-05,0.372,0.818,128.698,audio_features,0UY0JLj9kxOlgF6FHogCmX,spotify:track:0UY0JLj9kxOlgF6FHogCmX,https://api.spotify.com/v1/tracks/0UY0JLj9kxOlgF6FHogCmX,https://api.spotify.com/v1/audio-analysis/0UY0JLj9kxOlgF6FHogCmX,174973,4
0.632,0.947,7,-5.761,1,0.0732,0.00486,0.0,0.282,0.719,92.313,audio_features,5PKnZzkjs2y3WTbIYtv5Fq,spotify:track:5PKnZzkjs2y3WTbIYtv5Fq,https://api.spotify.com/v1/tracks/5PKnZzkjs2y3WTbIYtv5Fq,https://api.spotify.com/v1/audio-analysis/5PKnZzkjs2y3WTbIYtv5Fq,202667,4
0.71,0.314,11,-10.666,0,0.082,0.000292,0.785,0.0857,0.401,129.124,audio_features,5F40csF5DtKOGfEg8vuz1d,spotify:track:5F40csF5DtKOGfEg8vuz1d,https://api.spotify.com/v1/tracks/5F40csF5DtKOGfEg8vuz1d,https://api.spotify.com/v1/audio-analysis/5F40csF5DtKOGfEg8vuz1d,193253,4
0.582,0.584,1,-7.583,1,0.0439,0.805,0.0,0.404,0.836,74.566,audio_features,4KkPswolFJD095NNLNP2AX,spotify:track:4KkPswolFJD095NNLNP2AX,https://api.spotify.com/v1/tracks/4KkPswolFJD095NNLNP2AX,https://api.spotify.com/v1/audio-analysis/4KkPswolFJD095NNLNP2AX,169800,4
0.614,0.663,8,-9.965,1,0.0352,0.29,0.00682,0.0986,0.823,97.083,audio_features,0pzjcWYkyynxhONSm5C8Cu,spotify:track:0pzjcWYkyynxhONSm5C8Cu,https://api.spotify.com/v1/tracks/0pzjcWYkyynxhONSm5C8Cu,https://api.spotify.com/v1/audio-analysis/0pzjcWYkyynxhONSm5C8Cu,241867,4
0.524,0.771,4,-5.961,0,0.0321,0.00994,8.3e-06,0.187,0.705,120.336,audio_features,5YzckYO7G171MHg1UqkxJY,spotify:track:5YzckYO7G171MHg1UqkxJY,https://api.spotify.com/v1/tracks/5YzckYO7G171MHg1UqkxJY,https://api.spotify.com/v1/audio-analysis/5YzckYO7G171MHg1UqkxJY,276493,4
0.546,0.781,11,-9.439,0,0.0506,0.22,1.51e-05,0.363,0.539,95.032,audio_features,7kmfQ2QHwGqRCxVHDv5mzo,spotify:track:7kmfQ2QHwGqRCxVHDv5mzo,https://api.spotify.com/v1/tracks/7kmfQ2QHwGqRCxVHDv5mzo,https://api.spotify.com/v1/audio-analysis/7kmfQ2QHwGqRCxVHDv5mzo,323267,4
0.795,0.192,4,-20.606,1,0.0361,0.673,0.000191,0.111,0.596,99.574,audio_features,5OpDM7JORZzXPo0YIN3vYq,spotify:track:5OpDM7JORZzXPo0YIN3vYq,https://api.spotify.com/v1/tracks/5OpDM7JORZzXPo0YIN3vYq,https://api.spotify.com/v1/audio-analysis/5OpDM7JORZzXPo0YIN3vYq,339053,4
